# WHO ATC 5단계 코드 -> 영문 성분명 (구분자: |, 줄바꿈: LF)
# 출처: WHO ATC/DDD Index. 성분명에 쉼표가 있어 파이프 구분자를 사용한다.
atc_code|ingredient_en|is_combination
R03AK05|reproterol and sodium cromoglicate|N
R03AK06|salmeterol and fluticasone|N
R03AK07|formoterol and budesonide|N
R03AK08|formoterol and beclometasone|N
R03AK09|formoterol and mometasone|N
R03AK10|vilanterol and fluticasone furoate|N
R03AK11|formoterol and fluticasone|N
R03AK12|salmeterol and budesonide|N
R03AK13|salbutamol and beclometasone|N
R03AK14|indacaterol and mometasone|N
R03AL01|fenoterol and ipratropium bromide|N
R03AL02|salbutamol and ipratropium bromide|N
R03AL03|vilanterol and umeclidinium bromide|N
R03AL04|indacaterol and glycopyrronium bromide|N
R03AL05|formoterol and aclidinium bromide|N
R03AL06|olodaterol and tiotropium bromide|N
R03AL07|formoterol and glycopyrronium bromide|N
R03AL08|vilanterol, umeclidinium bromide and fluticasone furoate|N
R03AL09|formoterol, glycopyrronium bromide and beclometasone|N
R03AL10|formoterol and tiotropium bromide|N
R03AL11|formoterol, glycopyrronium bromide and budesonide|N
R03AL12|indacaterol, glycopyrronium bromide and mometasone|N
R03BA01|beclometasone|N
R03BA02|budesonide|N
R03BA03|flunisolide|N
R03BA04|betamethasone|N
R03BA05|fluticasone|N
R03BA06|triamcinolone|N
R03BA07|mometasone|N
R03BA08|ciclesonide|N
R03BA09|fluticasone furoate|N
R03BB01|ipratropium bromide|N
R03BB02|oxitropium bromide|N
R03BB03|stramoni preparations|N
R03BB04|tiotropium bromide|N
R03BB05|aclidinium bromide|N
R03BB06|glycopyrronium bromide|N
R03BB07|umeclidinium bromide|N
R03BB08|revefenacin|N
R03BB54|tiotropium bromide|Y
R03BC01|cromoglicic acid|N
R03BC03|nedocromil|N
R03BX01|fenspiride|N
R03CA02|ephedrine|N
R03CB01|isoprenaline|N
R03CB02|methoxyphenamine|N
R03CB03|orciprenaline|N
R03CB51|isoprenaline|Y
R03CB53|orciprenaline|Y
R03CC02|salbutamol|N
R03CC03|terbutaline|N
R03CC04|fenoterol|N
R03CC05|hexoprenaline|N
R03CC06|isoetarine|N
R03CC07|pirbuterol|N
R03CC08|procaterol|N
R03CC09|tretoquinol|N
R03CC10|carbuterol|N
R03CC11|tulobuterol|N
R03CC12|bambuterol|N
R03CC13|clenbuterol|N
R03CC14|reproterol|N
R03CC53|terbutaline|Y
R03CC63|clenbuterol and ambroxol|N
R03DA01|diprophylline|N
R03DA02|choline theophyllinate|N
R03DA03|proxyphylline|N
R03DA04|theophylline|N
R03DA05|aminophylline|N
R03DA06|etamiphylline|N
R03DA07|theobromine|N
R03DA08|bamifylline|N
R03DA09|acefylline piperazine|N
R03DA10|bufylline|N
R03DA11|doxofylline|N
R03DA12|mepyramine theophyllinacetate|N
R03DA20|combinations of xanthines|N
R03DA51|diprophylline|Y
R03DA54|theophylline|Y
R03DA55|aminophylline|Y
R03DA57|theobromine|Y
R03DA74|theophylline|Y
R03DB01|diprophylline and adrenergics|N
R03DB02|choline theophyllinate and adrenergics|N
R03DB03|proxyphylline and adrenergics|N
R03DB04|theophylline and adrenergics|N
R03DB05|aminophylline and adrenergics|N
R03DB06|etamiphylline and adrenergics|N
R03DC01|zafirlukast|N
R03DC02|pranlukast|N
R03DC03|montelukast|N
R03DC04|ibudilast|N
R03DC53|montelukast|Y
R03DX01|amlexanox|N
R03DX02|eprozinol|N
R03DX03|fenspiride|N
R03DX05|omalizumab|N
R03DX06|seratrodast|N
R03DX07|roflumilast|N
R03DX08|reslizumab|N
R03DX09|mepolizumab|N
R03DX10|benralizumab|N
R05CA01|tyloxapol|N
R05CA02|potassium iodide|N
R05CA03|guaifenesin|N
R05CA04|ipecacuanha|N
R05CA05|althea root|N
R05CA06|senega|N
R05CA07|antimony pentasulfide|N
R05CA08|creosote|N
R05CA09|guaiacolsulfonate|N
R05CA10|combinations|N
R05CA11|levoverbenone|N
R05CA12|Hederae helicis folium|N
R05CA13|cineole|N
R05CB01|acetylcysteine|N
R05CB02|bromhexine|N
R05CB03|carbocisteine|N
R05CB04|eprazinone|N
R05CB05|mesna|N
R05CB06|ambroxol|N
R05CB07|sobrerol|N
R05CB08|domiodol|N
R05CB09|letosteine|N
R05CB10|combinations|N
R05CB11|stepronin|N
R05CB13|dornase alfa (desoxyribonuclease)|N
R05CB14|neltenexine|N
R05CB15|erdosteine|N
R05CB16|mannitol|N
R05DA01|ethylmorphine|N
R05DA03|hydrocodone|N
R05DA04|codeine|N
R05DA05|opium alkaloids with morphine|N
R05DA06|normethadone|N
R05DA07|noscapine|N
R05DA08|pholcodine|N
R05DA09|dextromethorphan|N
R05DA10|thebacon|N
R05DA11|dimemorfan|N
R05DA12|acetyldihydrocodeine|N
R05DA20|combinations|N
R05DB01|benzonatate|N
R05DB02|benproperine|N
R05DB03|clobutinol|N
R05DB04|isoaminile|N
R05DB05|pentoxyverine|N
R05DB07|oxolamine|N
R05DB09|oxeladin|N
R05DB10|clofedanol|N
R05DB11|pipazetate|N
R05DB12|bibenzonium bromide|N
R05DB13|butamirate|N
R05DB14|fedrilate|N
R05DB15|zipeprol|N
R05DB16|dibunate|N
R05DB17|droxypropine|N
R05DB18|prenoxdiazine|N
R05DB19|dropropizine|N
R05DB20|combinations|N
R05DB21|cloperastine|N
R05DB22|meprotixol|N
R05DB23|piperidione|N
R05DB24|tipepidine|N
R05DB25|morclofone|N
R05DB26|nepinalone|N
R05DB27|levodropropizine|N
R05DB28|dimethoxanate|N
R05FA01|opium derivatives and mucolytics|N
R05FA02|opium derivatives and expectorants|N
R05FB01|cough suppressants and mucolytics|N
R05FB02|cough suppressants and expectorants|N
R06AA01|bromazine|N
R06AA02|diphenhydramine|N
R06AA04|clemastine|N
R06AA06|chlorphenoxamine|N
R06AA07|diphenylpyraline|N
R06AA08|carbinoxamine|N
R06AA09|doxylamine|N
R06AA10|trimethobenzamide|N
R06AA52|diphenhydramine|Y
R06AA54|clemastine|Y
R06AA56|chlorphenoxamine|Y
R06AA57|diphenylpyraline|Y
R06AA59|doxylamine|Y
R06AB01|brompheniramine|N
R06AB02|dexchlorpheniramine|N
R06AB03|dimetindene|N
R06AB04|chlorphenamine|N
R06AB05|pheniramine|N
R06AB06|dexbrompheniramine|N
R06AB07|talastine|N
R06AB51|brompheniramine|Y
R06AB52|dexchlorpheniramine|Y
R06AB54|chlorphenamine|Y
R06AB56|dexbrompheniramine|Y
R06AC01|mepyramine|N
R06AC02|histapyrrodine|N
R06AC03|chloropyramine|N
R06AC04|tripelennamine|N
R06AC05|methapyrilene|N
R06AC06|thonzylamine|N
R06AC52|histapyrrodine|Y
R06AC53|chloropyramine|Y
R06AD01|alimemazine|N
R06AD02|promethazine|N
R06AD03|thiethylperazine|N
R06AD04|methdilazine|N
R06AD05|hydroxyethylpromethazine|N
R06AD06|thiazinam|N
R06AD07|mequitazine|N
R06AD08|oxomemazine|N
R06AD09|isothipendyl|N
R06AD52|promethazine|Y
R06AD55|hydroxyethylpromethazine|Y
R06AE01|buclizine|N
R06AE03|cyclizine|N
R06AE04|chlorcyclizine|N
R06AE05|meclozine|N
R06AE06|oxatomide|N
R06AE07|cetirizine|N
R06AE09|levocetirizine|N
R06AE51|buclizine|Y
R06AE53|cyclizine|Y
R06AE55|meclozine|Y
R06AX01|bamipine|N
R06AX02|cyproheptadine|N
R06AX03|thenalidine|N
R06AX04|phenindamine|N
R06AX05|antazoline|N
R06AX07|triprolidine|N
R06AX08|pyrrobutamine|N
R06AX09|azatadine|N
R06AX11|astemizole|N
R06AX12|terfenadine|N
R06AX13|loratadine|N
R06AX15|mebhydrolin|N
R06AX16|deptropine|N
R06AX17|ketotifen|N
R06AX18|acrivastine|N
R06AX19|azelastine|N
R06AX21|tritoqualine|N
R06AX22|ebastine|N
R06AX23|pimethixene|N
R06AX24|epinastine|N
R06AX25|mizolastine|N
R06AX26|fexofenadine|N
R06AX27|desloratadine|N
R06AX28|rupatadine|N
R06AX29|bilastine|N
R06AX31|quifenadine|N
R06AX32|sequifenadine|N
R06AX53|thenalidine|Y
R06AX58|pyrrobutamine|Y
R07AA01|colfosceril palmitate|N
R07AA02|natural phospholipids|N
R07AA30|combinations|N
R07AB01|doxapram|N
R07AB02|nikethamide|N
R07AB03|pentetrazol|N
R07AB04|etamivan|N
R07AB05|bemegride|N
R07AB06|prethcamide|N
R07AB07|almitrine|N
R07AB08|dimefline|N
R07AB09|mepixanox|N
R07AB52|nikethamide|Y
R07AB53|pentetrazol|Y
R07AX01|nitric oxide|N
R07AX02|ivacaftor|N
R07AX30|ivacaftor and lumacaftor|N
R07AX31|ivacaftor and tezacaftor|N
R07AX32|ivacaftor, tezacaftor and elexacaftor|N
S01AA01|chloramphenicol|N
S01AA02|chlortetracycline|N
S01AA03|neomycin|N
S01AA04|oxytetracycline|N
S01AA05|tyrothricin|N
S01AA07|framycetin|N
S01AA09|tetracycline|N
S01AA10|natamycin|N
S01AA11|gentamicin|N
S01AA12|tobramycin|N
S01AA13|fusidic acid|N
S01AA14|benzylpenicillin|N
S01AA15|dihydrostreptomycin|N
S01AA16|rifamycin|N
S01AA17|erythromycin|N
S01AA18|polymyxin B|N
S01AA19|ampicillin|N
S01AA20|antibiotics in combination with other drugs|N
S01AA21|amikacin|N
S01AA22|micronomicin|N
S01AA23|netilmicin|N
S01AA24|kanamycin|N
S01AA25|azidamfenicol|N
S01AA26|azithromycin|N
S01AA27|cefuroxime|N
S01AA28|vancomycin|N
S01AA30|combinations of different antibiotics|N
S01AB01|sulfamethizole|N
S01AB02|sulfafurazole|N
S01AB03|sulfadicramide|N
S01AB04|sulfacetamide|N
S01AB05|sulfafenazol|N
S01AD01|idoxuridine|N
S01AD02|trifluridine|N
S01AD03|aciclovir|N
S01AD05|interferon|N
S01AD06|vidarabine|N
S01AD07|famciclovir|N
S01AD08|fomivirsen|N
S01AD09|ganciclovir|N
S01AE01|ofloxacin|N
S01AE02|norfloxacin|N
S01AE03|ciprofloxacin|N
S01AE04|lomefloxacin|N
S01AE05|levofloxacin|N
S01AE06|gatifloxacin|N
S01AE07|moxifloxacin|N
S01AE08|besifloxacin|N
S01AX01|mercury compounds|N
S01AX02|silver compounds|N
S01AX03|zinc compounds|N
S01AX04|nitrofural|N
S01AX05|bibrocathol|N
S01AX06|resorcinol|N
S01AX07|sodium borate|N
S01AX08|hexamidine|N
S01AX09|chlorhexidine|N
S01AX10|sodium propionate|N
S01AX14|dibrompropamidine|N
S01AX15|propamidine|N
S01AX16|picloxydine|N
S01AX18|povidone-iodine|N
S01BA01|dexamethasone|N
S01BA02|hydrocortisone|N
S01BA03|cortisone|N
S01BA04|prednisolone|N
S01BA05|triamcinolone|N
S01BA06|betamethasone|N
S01BA07|fluorometholone|N
S01BA08|medrysone|N
S01BA09|clobetasone|N
S01BA10|alclometasone|N
S01BA11|desonide|N
S01BA12|formocortal|N
S01BA13|rimexolone|N
S01BA14|loteprednol|N
S01BA15|fluocinolone acetonide|N
S01BB01|hydrocortisone and mydriatics|N
S01BB02|prednisolone and mydriatics|N
S01BB03|fluorometholone and mydriatics|N
S01BB04|betamethasone and mydriatics|N
S01BC01|indometacin|N
S01BC02|oxyphenbutazone|N
S01BC03|diclofenac|N
S01BC04|flurbiprofen|N
S01BC05|ketorolac|N
S01BC06|piroxicam|N
S01BC07|bendazac|N
S01BC08|salicylic acid|N
S01BC09|pranoprofen|N
S01BC10|nepafenac|N
S01BC11|bromfenac|N
S01CA01|dexamethasone and antiinfectives|N
S01CA02|prednisolone and antiinfectives|N
S01CA03|hydrocortisone and antiinfectives|N
S01CA04|fluocortolone and antiinfectives|N
S01CA05|betamethasone and antiinfectives|N
S01CA06|fludrocortisone and antiinfectives|N
S01CA07|fluorometholone and antiinfectives|N
S01CA08|methylprednisolone and antiinfectives|N
S01CA09|chloroprednisone and antiinfectives|N
S01CA10|fluocinolone acetonide and antiinfectives|N
S01CA11|clobetasone and antiinfectives|N
S01CB01|dexamethasone|N
S01CB02|prednisolone|N
S01CB03|hydrocortisone|N
S01CB04|betamethasone|N
S01CB05|fluorometholone|N
S01CC01|diclofenac and antiinfectives|N
S01CC02|indometacin and antiinfectives|N
S01EA01|epinephrine|N
S01EA02|dipivefrine|N
S01EA03|apraclonidine|N
S01EA04|clonidine|N
S01EA05|brimonidine|N
S01EA51|epinephrine|Y
S01EB01|pilocarpine|N
S01EB02|carbachol|N
S01EB03|ecothiopate|N
S01EB04|demecarium|N
S01EB05|physostigmine|N
S01EB06|neostigmine|N
S01EB07|fluostigmine|N
S01EB08|aceclidine|N
S01EB09|acetylcholine|N
S01EB10|paraoxon|N
S01EB51|pilocarpine|Y
S01EB58|aceclidine|Y
S01EC01|acetazolamide|N
S01EC02|diclofenamide|N
S01EC03|dorzolamide|N
S01EC04|brinzolamide|N
S01EC05|methazolamide|N
S01EC54|brinzolamide|Y
S01ED01|timolol|N
S01ED02|betaxolol|N
S01ED03|levobunolol|N
S01ED04|metipranolol|N
S01ED05|carteolol|N
S01ED06|befunolol|N
S01ED51|timolol|Y
S01ED52|betaxolol|Y
S01ED54|metipranolol|Y
S01ED55|carteolol|Y
S01EE01|latanoprost|N
S01EE02|unoprostone|N
S01EE03|bimatoprost|N
S01EE04|travoprost|N
S01EE05|tafluprost|N
S01EE06|latanoprostene bunod|N
S01EE51|latanoprost and netarsudil|N
S01EX01|guanethidine|N
S01EX02|dapiprazole|N
S01EX05|netarsudil|N
S01EX06|omidenepag|N
S01FA01|atropine|N
S01FA02|scopolamine|N
S01FA03|methylscopolamine|N
S01FA04|cyclopentolate|N
S01FA05|homatropine|N
S01FA06|tropicamide|N
S01FA54|cyclopentolate|Y
S01FA56|tropicamide|Y
S01FB01|phenylephrine|N
S01FB02|ephedrine|N
S01FB03|ibopamine|N
S01FB51|phenylephrine and ketorolac|N
S01GA01|naphazoline|N
S01GA02|tetryzoline|N
S01GA03|xylometazoline|N
S01GA04|oxymetazoline|N
S01GA05|phenylephrine|N
S01GA06|oxedrine|N
S01GA07|brimonidine|N
S01GA51|naphazoline|Y
S01GA52|tetryzoline|Y
S01GA53|xylometazoline|Y
S01GA55|phenylephrine|Y
S01GA56|oxedrine|Y
S01GX01|cromoglicic acid|N
S01GX02|levocabastine|N
S01GX03|spaglumic acid|N
S01GX04|nedocromil|N
S01GX05|lodoxamide|N
S01GX06|emedastine|N
S01GX07|azelastine|N
S01GX08|ketotifen|N
S01GX09|olopatadine|N
S01GX10|epinastine|N
S01GX11|alcaftadine|N
S01GX51|cromoglicic acid|Y
S01HA01|cocaine|N
S01HA02|oxybuprocaine|N
S01HA03|tetracaine|N
S01HA04|proxymetacaine|N
S01HA05|procaine|N
S01HA06|cinchocaine|N
S01HA07|lidocaine|N
S01HA30|combinations|N
S01JA01|fluorescein|N
S01JA02|rose bengal sodium|N
S01JA51|fluorescein|Y
S01KA01|hyaluronic acid|N
S01KA02|hypromellose|N
S01KA51|hyaluronic acid|Y
S01KX01|chymotrypsin|N
S01LA01|verteporfin|N
S01LA02|anecortave|N
S01LA03|pegaptanib|N
S01LA04|ranibizumab|N
S01LA05|aflibercept|N
S01LA06|brolucizumab|N
S01LA07|abicipar pegol|N
S01XA01|guaiazulen|N
S01XA02|retinol|N
S01XA03|sodium chloride, hypertonic|N
S01XA04|potassium iodide|N
S01XA05|sodium edetate|N
S01XA06|ethylmorphine|N
S01XA07|alum|N
S01XA08|acetylcysteine|N
S01XA09|iodoheparinate|N
S01XA10|inosine|N
S01XA11|nandrolone|N
S01XA12|dexpanthenol|N
S01XA13|alteplase|N
S01XA14|heparin|N
S01XA15|ascorbic acid|N
S01XA18|ciclosporin|N
S01XA19|limbal stem cells, autologous|N
S01XA20|artificial tears and other indifferent preparations|N
S01XA21|mercaptamine|N
S01XA22|ocriplasmin|N
S01XA23|sirolimus|N
S01XA24|cenegermin|N
S01XA25|lifitegrast|N
S01XA26|riboflavin|N
S01XA27|voretigene neparvovec|N
S02AA01|chloramphenicol|N
S02AA02|nitrofural|N
S02AA03|boric acid|N
S02AA04|aluminium acetotartrate|N
S02AA05|clioquinol|N
S02AA06|hydrogen peroxide|N
S02AA07|neomycin|N
S02AA08|tetracycline|N
S02AA09|chlorhexidine|N
S02AA10|acetic acid|N
S02AA11|polymyxin B|N
S02AA12|rifamycin|N
S02AA13|miconazole|N
S02AA14|gentamicin|N
S02AA15|ciprofloxacin|N
S02AA16|ofloxacin|N
S02AA30|antiinfectives|Y
S02BA01|hydrocortisone|N
S02BA03|prednisolone|N
S02BA06|dexamethasone|N
S02BA07|betamethasone|N
S02BA08|fluocinolone acetonide|N
S02CA01|prednisolone and antiinfectives|N
S02CA02|flumetasone and antiinfectives|N
S02CA03|hydrocortisone and antiinfectives|N
S02CA04|triamcinolone and antiinfectives|N
S02CA05|fluocinolone acetonide and antiinfectives|N
S02CA06|dexamethasone and antiinfectives|N
S02CA07|fludrocortisone and antiinfectives|N
S02DA01|lidocaine|N
S02DA02|cocaine|N
S02DA03|phenazone|N
S02DA04|cinchocaine|N
S02DA30|combinations|N
S03AA01|neomycin|N
S03AA02|tetracycline|N
S03AA03|polymyxin B|N
S03AA04|chlorhexidine|N
S03AA05|hexamidine|N
S03AA06|gentamicin|N
S03AA07|ciprofloxacin|N
S03AA08|chloramphenicol|N
S03AA30|antiinfectives|Y
S03BA01|dexamethasone|N
S03BA02|prednisolone|N
S03BA03|betamethasone|N
S03CA01|dexamethasone and antiinfectives|N
S03CA02|prednisolone and antiinfectives|N
S03CA04|hydrocortisone and antiinfectives|N
S03CA05|fludrocortisone and antiinfectives|N
S03CA06|betamethasone and antiinfectives|N
V01AA01|feather|N
V01AA02|grass pollen|N
V01AA03|house dust mites|N
V01AA04|mould fungus and yeast fungus|N
V01AA05|tree pollen|N
V01AA07|insects|N
V01AA08|food|N
V01AA09|textiles|N
V01AA10|flowers|N
V01AA11|animals|N
V01AA20|various|N
V03AB01|ipecacuanha|N
V03AB02|nalorphine|N
V03AB03|edetates|N
V03AB04|pralidoxime|N
V03AB05|prednisolone and promethazine|N
V03AB06|thiosulfate|N
V03AB08|sodium nitrite|N
V03AB09|dimercaprol|N
V03AB13|obidoxime|N
V03AB14|protamine|N
V03AB15|naloxone|N
V03AB16|ethanol|N
V03AB17|methylthioninium chloride|N
V03AB18|potassium permanganate|N
V03AB19|physostigmine|N
V03AB20|copper sulfate|N
V03AB21|potassium iodide|N
V03AB22|amyl nitrite|N
V03AB23|acetylcysteine|N
V03AB24|digitalis antitoxin|N
V03AB25|flumazenil|N
V03AB26|methionine|N
V03AB27|4-dimethylaminophenol|N
V03AB29|cholinesterase|N
V03AB31|prussian blue|N
V03AB32|glutathione|N
V03AB33|hydroxocobalamin|N
V03AB34|fomepizole|N
V03AB35|sugammadex|N
V03AB36|phentolamine|N
V03AB37|idarucizumab|N
V03AB38|andexanet alfa|N
V03AC01|deferoxamine|N
V03AC02|deferiprone|N
V03AC03|deferasirox|N
V03AE01|polystyrene sulfonate|N
V03AE02|sevelamer|N
V03AE03|lanthanum carbonate|N
V03AE04|calcium acetate and magnesium carbonate|N
V03AE05|sucroferric oxyhydroxide|N
V03AE06|colestilan|N
V03AE07|calcium acetate|N
V03AE08|ferric citrate|N
V03AE09|patiromer calcium|N
V03AE10|sodium zirconium cyclosilicate|N
V03AF01|mesna|N
V03AF02|dexrazoxane|N
V03AF03|calcium folinate|N
V03AF04|calcium levofolinate|N
V03AF05|amifostine|N
V03AF06|sodium folinate|N
V03AF07|rasburicase|N
V03AF08|palifermin|N
V03AF09|glucarpidase|N
V03AF10|sodium levofolinate|N
V03AF11|arginine and lysine|N
V03AG01|sodium cellulose phosphate|N
V03AH01|diazoxide|N
V03AN01|oxygen|N
V03AN02|carbon dioxide|N
V03AN03|helium|N
V03AN04|nitrogen|N
V03AN05|medical air|N
V03AX02|nalfurafine|N
V03AX03|cobicistat|N
V03AZ01|ethanol|N
V04CA01|tolbutamide|N
V04CA02|glucose|N
V04CB01|vitamin A concentrates|N
V04CC01|sorbitol|N
V04CC02|magnesium sulfate|N
V04CC03|sincalide|N
V04CC04|ceruletide|N
V04CD01|metyrapone|N
V04CD03|sermorelin|N
V04CD04|corticorelin|N
V04CD05|somatorelin|N
V04CD06|macimorelin|N
V04CE01|galactose|N
V04CE02|sulfobromophthalein|N
V04CE03|methacetin (13C)|N
V04CF01|tuberculin|N
V04CG01|cation exchange resins|N
V04CG02|betazole|N
V04CG03|histamine phosphate|N
V04CG04|pentagastrin|N
V04CG05|methylthioninium chloride|N
V04CG30|caffeine and sodium benzoate|N
V04CH01|inulin and other polyfructosans|N
V04CH02|indigo carmine|N
V04CH03|phenolsulfonphthalein|N
V04CH04|alsactide|N
V04CH30|aminohippuric acid|N
V04CJ01|thyrotropin|N
V04CJ02|protirelin|N
V04CK01|secretin|N
V04CK02|pancreozymin (cholecystokinin)|N
V04CK03|bentiromide|N
V04CM01|gonadorelin|N
V04CX01|indocyanine green|N
V04CX02|folic acid|N
V04CX03|methacholine|N
V04CX04|mannitol|N
V04CX05|13C-urea|N
V04CX06|hexaminolevulinate|N
V04CX07|edrophonium|N
V04CX08|carbon monoxide|N
V04CX09|patent blue|N
V06DC01|glucose|N
V06DC02|fructose|N
V08AA01|diatrizoic acid|N
V08AA02|metrizoic acid|N
V08AA03|iodamide|N
V08AA04|iotalamic acid|N
V08AA05|ioxitalamic acid|N
V08AA06|ioglicic acid|N
V08AA07|acetrizoic acid|N
V08AA08|iocarmic acid|N
V08AA09|methiodal|N
V08AA10|diodone|N
V08AB01|metrizamide|N
V08AB02|iohexol|N
V08AB03|ioxaglic acid|N
V08AB04|iopamidol|N
V08AB05|iopromide|N
V08AB06|iotrolan|N
V08AB07|ioversol|N
V08AB08|iopentol|N
V08AB09|iodixanol|N
V08AB10|iomeprol|N
V08AB11|iobitridol|N
V08AB12|ioxilan|N
V08AC01|iodoxamic acid|N
V08AC02|iotroxic acid|N
V08AC03|ioglycamic acid|N
V08AC04|adipiodone|N
V08AC05|iobenzamic acid|N
V08AC06|iopanoic acid|N
V08AC07|iocetamic acid|N
V08AC08|sodium iopodate|N
V08AC09|tyropanoic acid|N
V08AC10|calcium iopodate|N
V08AD01|ethyl esters of iodised fatty acids|N
V08AD02|iopydol|N
V08AD03|propyliodone|N
V08AD04|iofendylate|N
V08BA01|barium sulfate with suspending agents|N
V08BA02|barium sulfate without suspending agents|N
V08CA01|gadopentetic acid|N
V08CA02|gadoteric acid|N
V08CA03|gadodiamide|N
V08CA04|gadoteridol|N
V08CA05|mangafodipir|N
V08CA06|gadoversetamide|N
V08CA07|ferric ammonium citrate|N
V08CA08|gadobenic acid|N
V08CA09|gadobutrol|N
V08CA10|gadoxetic acid|N
V08CA11|gadofosveset|N
V08CB01|ferumoxsil|N
V08CB02|ferristene|N
V08CB03|iron oxide, nanoparticles|N
V08CX01|perflubron|N
V08DA01|perflutren, human albumin microspheres|N
V08DA02|microparticles of galactose|N
V08DA03|perflenapent|N
V08DA04|perflutren, phospholipid microspheres|N
V08DA05|sulfur hexafluoride, phospholipid microspheres|N
V08DA06|perflubutane, phospholipid microspheres|N
V09AA01|technetium (99mTc) exametazime|N
V09AA02|technetium (99mTc) bicisate|N
V09AB01|iodine iofetamine (123I)|N
V09AB02|iodine iolopride (123I)|N
V09AB03|iodine ioflupane (123I)|N
V09AX01|indium (111In) pentetic acid|N
V09AX03|iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane|N
V09AX04|flutemetamol (18F)|N
V09AX05|florbetapir (18F)|N
V09AX06|florbetaben (18F)|N
V09BA01|technetium (99mTc) oxidronic acid|N
V09BA02|technetium (99mTc) medronic acid|N
V09BA03|technetium (99mTc) pyrophosphate|N
V09BA04|technetium (99mTc) butedronic acid|N
V09CA01|technetium (99mTc) pentetic acid|N
V09CA02|technetium (99mTc) succimer|N
V09CA03|technetium (99mTc) mertiatide|N
V09CA04|technetium (99mTc) gluceptate|N
V09CA05|technetium (99mTc) gluconate|N
V09CA06|technetium (99mTc) ethylenedicysteine|N
V09CX01|sodium iodohippurate (123I)|N
V09CX02|sodium iodohippurate (131I)|N
V09CX03|sodium iothalamate (125I)|N
V09CX04|chromium (51Cr) edetate|N
V09DA01|technetium (99mTc) disofenin|N
V09DA02|technetium (99mTc) etifenin|N
V09DA03|technetium (99mTc) lidofenin|N
V09DA04|technetium (99mTc) mebrofenin|N
V09DA05|technetium (99mTc) galtifenin|N
V09DB01|technetium (99mTc) nanocolloid|N
V09DB02|technetium (99mTc) microcolloid|N
V09DB03|technetium (99mTc) millimicrospheres|N
V09DB04|technetium (99mTc) tin colloid|N
V09DB05|technetium (99mTc) sulfur colloid|N
V09DB06|technetium (99mTc) rheniumsulfide colloid|N
V09DB07|technetium (99mTc) phytate|N
V09DX01|selenium (75Se) tauroselcholic acid|N
V09EA01|technetium (99mTc) pentetic acid|N
V09EA02|technetium (99mTc) technegas|N
V09EA03|technetium (99mTc) nanocolloid|N
V09EB01|technetium (99mTc) macrosalb|N
V09EB02|technetium (99mTc) microspheres|N
V09EX01|krypton (81mKr) gas|N
V09EX02|xenon (127Xe) gas|N
V09EX03|xenon (133Xe) gas|N
V09FX01|technetium (99mTc) pertechnetate|N
V09FX02|sodium iodide (123I)|N
V09FX03|sodium iodide (131I)|N
V09FX04|sodium iodide (124I)|N
V09GA01|technetium (99mTc) sestamibi|N
V09GA02|technetium (99mTc) tetrofosmin|N
V09GA03|technetium (99mTc) teboroxime|N
V09GA04|technetium (99mTc) human albumin|N
V09GA05|technetium (99mTc) furifosmin|N
V09GA06|technetium (99mTc) stannous agent labelled cells|N
V09GA07|technetium (99mTc) apcitide|N
V09GB01|fibrinogen (125I)|N
V09GB02|iodine (125I) human albumin|N
V09GX01|thallium (201Tl) chloride|N
V09GX02|indium (111In) imciromab|N
V09GX03|chromium (51Cr) chromate labelled cells|N
V09GX04|rubidium (82Rb) chloride|N
V09HA01|technetium (99mTc) human immunoglobulin|N
V09HA02|technetium (99mTc) exametazime labelled cells|N
V09HA03|technetium (99mTc) antigranulocyte antibody|N
V09HA04|technetium (99mTc) sulesomab|N
V09HB01|indium (111In) oxinate labelled cells|N
V09HB02|indium (111In) tropolonate labelled cells|N
V09HX01|gallium (67Ga) citrate|N
V09IA01|technetium (99mTc) antiCarcinoEmbryonicAntigen antibody|N
V09IA02|technetium (99mTc) antimelanoma antibody|N
V09IA03|technetium (99mTc) pentavalent succimer|N
V09IA04|technetium (99mTc) votumumab|N
V09IA05|technetium (99mTc) depreotide|N
V09IA06|technetium (99mTc) arcitumomab|N
V09IA07|technetium (99mTc) hynic-octreotide|N
V09IA08|technetium (99mTc) etarfolatide|N
V09IA09|technetium (99mTc) tilmanocept|N
V09IB01|indium (111In) pentetreotide|N
V09IB02|indium (111In) satumomab pendetide|N
V09IB03|indium (111In) antiovariumcarcinoma antibody|N
V09IB04|indium (111In) capromab pendetide|N
V09IX01|iobenguane (123I)|N
V09IX02|iobenguane (131I)|N
V09IX03|iodine (125I) CC49-monoclonal antibody|N
V09IX04|fludeoxyglucose (18F)|N
V09IX05|fluorodopa (18F)|N
V09IX06|sodium fluoride (18F)|N
V09IX07|fluorocholine(18F)|N
V09IX08|fluoroethylcholine (18F)|N
V09IX09|gallium (68Ga) edotreotide|N
V09IX10|fluoroethyl-L-tyrosine (18F)|N
V09IX11|fluoroestradiol (18F)|N
V09IX12|fluciclovine (18F)|N
V09IX13|methionine (11C)|N
V09XA01|iodine (131I) norcholesterol|N
V09XA02|iodocholesterol (131I)|N
V09XA03|iodine (131I) human albumin|N
V09XX01|cobalt (57Co) cyanocobalamine|N
V09XX02|cobalt (58Co) cyanocobalamine|N
